112,Delete Class ,Error : MultiProjectBenchmark Line : 44,The metaclass MultiProjectBenchmark is deleted The class MultiProjectBenchmark is generated and it is deleted (assuming that when the metaclass is deleted all the generated elements are deleted)Coevolve this code : MultiProjectBenchmark benchmarkModel=report.generate()  If there is any instruction to delete please comment it with significant message,# Coevolved code:benchmarkModel = report.generate()# Comment: No instruction to delete.
122,Delete Class ,Error : AveragedMultiDiscoveryBenchmark Line : 46,The metaclass AveragedMultiDiscoveryBenchmark is deleted and the class AveragedMultiDiscoveryBenchmark is deleted also (assuming that when the metaclass is deleted all the generated elements are deleted )Coevolve this code : import org.eclipse.jdt.core.JavaCore  import org.eclipse.modisco.infra.discovery.benchmark.AveragedMultiDiscoveryBenchmark  import org.eclipse.modisco.infra.discovery.benchmark.AveragedProjectDiscovery  If there is any instruction to delete please comment it with significant message,import org.eclipse.jdt.core.JavaCoreimport org.eclipse.modisco.infra.discovery.benchmark.AveragedProjectDiscovery// The metaclass AveragedMultiDiscoveryBenchmark is deleted// The class AveragedMultiDiscoveryBenchmark is deleted// Import statements for deleted classes are removed// import org.eclipse.modisco.infra.discovery.benchmark.AveragedMultiDiscoveryBenchmark// The code remains unchanged as there are no instructions to delete any code
136,Delete Class ,Error : AveragedMultiDiscoveryBenchmark Line : 42,The metaclass AveragedMultiDiscoveryBenchmark is deleted and the class AveragedMultiDiscoveryBenchmark is deleted also (assuming that when the metaclass is deleted all the generated elements are deleted )Coevolve this code : import org.eclipse.jface.window.Window  import org.eclipse.modisco.infra.discovery.benchmark.AveragedMultiDiscoveryBenchmark  import org.eclipse.modisco.java.discoverer.benchmark.Activator  If there is any instruction to delete please comment it with significant message,import org.eclipse.jface.window.Windowimport org.eclipse.modisco.java.discoverer.benchmark.Activator// The metaclass AveragedMultiDiscoveryBenchmark is deleted// The class AveragedMultiDiscoveryBenchmark is also deleted// Code after deletionimport org.eclipse.modisco.infra.discovery.benchmark.AveragedMultiDiscoveryBenchmark// Rest of the code remains unchanged
146,Delete Class ,Error : AveragedMultiDiscoveryBenchmark Line : 122,The metaclass AveragedMultiDiscoveryBenchmark is deleted The class AveragedMultiDiscoveryBenchmark is generated and it is deleted (assuming that when the metaclass is deleted all the generated elements are deleted)Coevolve this code : AveragedMultiDiscoveryBenchmark benchmark=JavaBenchmarkDiscoverer.benchmarkJavaProjectsDiscovery(monitorjavaProjectsnIterations)  If there is any instruction to delete please comment it with significant message,// AveragedMultiDiscoveryBenchmark is deleted// The following line should be removedAveragedMultiDiscoveryBenchmark benchmark = JavaBenchmarkDiscoverer.benchmarkJavaProjectsDiscovery(monitorjavaProjectsnIterations)
154,Rename property,Error : getTotalExecutionTimeInSeconds Line : 27,The attribute totalExecutionTimeInSeconds is renamed to discoveryTimeInSeconds  the method getTotalExecutionTimeInSeconds is generated and must be updated Coevolve this code : maxExecutionTime=Math.max(discovery.getTotalExecutionTimeInSeconds()maxExecutionTime),maxExecutionTime=Math.max(discovery.getDiscoveryTimeInSeconds() maxExecutionTime)
164,Extract property,Error : getSaveTimeInSeconds Line : 36,The attribute saveTimeInSeconds is moved from the class Discovery to the class DiscoveryIteration through the reference iterations Considering that calling getIterations from the class Discovery returns a list of DiscoveryIterationobjects Coevolve this code : maxSaveTime=Math.max(discovery.getSaveTimeInSeconds()maxSaveTime),maxSaveTime = Math.max(maxSaveTime discovery.getIterations().stream()        .mapToInt(DiscoveryIteration::getSaveTimeInSeconds)        .max()        .orElse(0))
174,Delete Class ,Error : AveragedMultiDiscoveryBenchmark Line : 54,The metaclass AveragedMultiDiscoveryBenchmark is deleted and the class AveragedMultiDiscoveryBenchmark is deleted also (assuming that when the metaclass is deleted all the generated elements are deleted )Coevolve this code : import org.eclipse.emf.common.util.EList  import org.eclipse.modisco.infra.discovery.benchmark.AveragedMultiDiscoveryBenchmark  import org.eclipse.modisco.infra.discovery.benchmark.AveragedProjectDiscovery  If there is any instruction to delete please comment it with significant message,import org.eclipse.emf.common.util.EListimport org.eclipse.modisco.infra.discovery.benchmark.AveragedProjectDiscovery// The metaclass AveragedMultiDiscoveryBenchmark is deleted// The class AveragedMultiDiscoveryBenchmark is deleted// No further instructions to delete any elements are provided
184,Delete Class ,Error : AveragedProjectDiscovery Line : 55,The metaclass AveragedProjectDiscovery is deleted and the class AveragedProjectDiscovery is deleted also (assuming that when the metaclass is deleted all the generated elements are deleted )Coevolve this code : import org.eclipse.modisco.infra.discovery.benchmark.AveragedMultiDiscoveryBenchmark  import org.eclipse.modisco.infra.discovery.benchmark.AveragedProjectDiscovery  import org.eclipse.modisco.infra.discovery.benchmark.Project  If there is any instruction to delete please comment it with significant message,import org.eclipse.modisco.infra.discovery.benchmark.AveragedMultiDiscoveryBenchmarkimport org.eclipse.modisco.infra.discovery.benchmark.Project// The metaclass AveragedProjectDiscovery is deleted// The class AveragedProjectDiscovery is deleted// No other instructions to delete elements are provided
194,Delete Class ,Error : AveragedMultiDiscoveryBenchmark Line : 67,The metaclass AveragedMultiDiscoveryBenchmark is deleted The class AveragedMultiDiscoveryBenchmark is generated and it is deleted (assuming that when the metaclass is deleted all the generated elements are deleted)Coevolve this code : public static void createBirtGraph(final AveragedMultiDiscoveryBenchmark benchmarkfinal File targetFolder) throws ChartException If there is any instruction to delete please comment it with significant message,public static void createBirtGraph(final AveragedMultiDiscoveryBenchmark benchmark final File targetFolder) throws ChartException {    // No instructions to delete    // This code is already coevolved}
204,Delete Class ,Error : AveragedProjectDiscovery Line : 90,The metaclass AveragedProjectDiscovery is deleted The class AveragedProjectDiscovery is generated and it is deleted (assuming that when the metaclass is deleted all the generated elements are deleted)Coevolve this code : for (AveragedProjectDiscovery discovery : benchmark.getDiscoveries()) {   EList<Project> projects=discovery.getOccurrences().get(0).getProjects()    long totalSizeInBytes=0    for (  Project project : projects) {     totalSizeInBytes+=project.getTotalSizeInBytes()    }   dataPoints.add(new Point(totalSizeInBytes / BirtGraphHelper.MEBIBYTEdiscovery.getAverageExecutionTimeInSeconds()))  } If there is any instruction to delete please comment it with significant message,for (AveragedProjectDiscovery discovery : benchmark.getDiscoveries()) {    EList<ProjectOccurrence> occurrences = discovery.getOccurrences()    if (!occurrences.isEmpty()) {        EList<Project> projects = occurrences.get(0).getProjects()        long totalSizeInBytes = 0        for (Project project : projects) {            totalSizeInBytes += project.getTotalSizeInBytes()        }        dataPoints.add(new Point(totalSizeInBytes / BirtGraphHelper.MEBIBYTE / discovery.getAverageExecutionTimeInSeconds()))    }}
